341,cycling
342,cycling
66,walking
67,walking
68,walking
69,walking
113,running
114,running
115,running
0,other
1,other
2,other
3,other
4,other
5,other
6,other
7,other
8,other
9,other
10,other
11,other
12,other
13,other
14,other
15,other
16,other
17,other
18,other
19,other
20,other
21,other
22,other
23,other
24,other
25,other
26,other
27,other
28,other
29,other
30,other
31,other
32,other
33,other
34,other
35,other
36,other
37,other
38,other
39,other
40,other
41,other
42,other
43,other
44,other
45,other
46,other
47,other
48,other
49,other
50,other
51,other
52,other
53,other
54,other
55,other
56,other
57,other
58,other
59,other
60,other
61,other
62,other
63,other
64,other
65,other
70,walking
71,walking
108,walking
109,walking
110,walking
111,walking
112,walking
161,walking
162,walking
163,walking
164,walking
165,walking
166,walking
167,walking
168,walking
169,walking
170,walking
171,walking
172,walking
173,walking
174,walking
175,walking
176,walking
177,walking
178,walking
179,walking
180,walking
181,walking
182,walking
183,walking
184,walking
185,walking
186,walking
187,walking
188,walking
189,walking
190,walking
191,walking
192,walking
193,walking
194,walking
195,walking
196,walking
264,walking
265,walking
266,walking
267,walking
268,walking
300,walking
301,walking
302,walking
303,walking
304,walking
408,walking
409,walking
343,cycling
344,cycling
345,cycling
346,cycling
347,cycling
348,cycling
349,cycling
350,cycling
351,cycling
352,cycling
353,cycling
354,cycling
355,cycling
356,cycling
357,cycling
358,cycling
359,cycling
360,cycling
361,cycling
362,cycling
363,cycling
364,cycling
365,cycling
366,cycling
367,cycling
368,cycling
369,cycling
370,cycling
371,cycling
372,cycling
373,cycling
374,cycling
375,cycling
376,cycling
527,cycling
528,cycling
529,cycling
530,cycling
531,cycling
532,cycling
533,cycling
534,cycling
535,cycling
536,cycling
537,cycling
538,cycling
539,cycling
72,other
73,other
74,other
75,other
76,other
77,other
78,other
79,other
80,other
81,other
82,other
83,other
84,other
85,other
86,other
87,other
88,other
89,other
90,other
91,other
92,other
93,other
94,other
95,other
96,other
97,other
98,other
99,other
100,other
101,other
102,other
103,other
104,other
105,other
106,other
107,other
197,other
410,walking
411,walking
412,walking
413,walking
443,walking
473,walking
503,walking
587,walking
588,walking
589,walking
590,walking
591,walking
592,walking
593,walking
594,walking
595,walking
596,walking
623,walking
624,walking
625,walking
626,walking
627,walking
628,walking
629,walking
630,walking
631,walking
632,walking
633,walking
634,walking
635,walking
636,walking
637,walking
638,walking
639,walking
640,walking
641,walking
642,walking
643,walking
644,walking
645,walking
646,walking
647,walking
648,walking
649,walking
650,walking
651,walking
652,walking
653,walking
654,walking
655,walking
656,walking
657,walking
658,walking
688,walking
3080,walking
3081,walking
3082,walking
3083,walking
3084,walking
3085,walking
3086,walking
3087,walking
3088,walking
3089,walking
3090,walking
3091,walking
3092,walking
3147,walking
3215,walking
3247,walking
3279,walking
3280,walking
3281,walking
3282,walking
3283,walking
3284,walking
3285,walking
3286,walking
3287,walking
3288,walking
3289,walking
3290,walking
3291,walking
3292,walking
3293,walking
3294,walking
3295,walking
3296,walking
3297,walking
3298,walking
3299,walking
3300,walking
3301,walking
3302,walking
3303,walking
3304,walking
3305,walking
116,running
117,running
118,running
119,running
120,running
121,running
122,running
123,running
124,running
125,running
126,running
198,other
199,other
200,other
201,other
202,other
203,other
204,other
205,other
206,other
207,other
208,other
209,other
210,other
211,other
212,other
213,other
214,other
215,other
216,other
217,other
218,other
219,other
220,other
221,other
222,other
223,other
224,other
225,other
226,other
227,other
228,other
229,other
230,other
231,other
232,other
233,other
234,other
235,other
236,other
237,other
238,other
239,other
240,other
241,other
242,other
243,other
244,other
245,other
246,other
247,other
248,other
249,other
250,other
251,other
252,other
253,other
254,other
255,other
256,other
257,other
258,other
259,other
260,other
261,other
262,other
263,other
269,other
270,other
271,other
272,other
273,other
274,other
275,other
276,other
277,other
278,other
279,other
280,other
281,other
282,other
283,other
284,other
285,other
286,other
287,other
288,other
289,other
290,other
291,other
292,other
293,other
294,other
295,other
296,other
297,other
298,other
299,other
305,other
306,other
307,other
308,other
309,other
310,other
311,other
312,other
313,other
314,other
315,other
316,other
317,other
318,other
319,other
320,other
321,other
322,other
323,other
324,other
